ID_AVS,CANAL,PLATAFORMA,URL,TIMESHIFT_URL
424,RECORD Guaíba,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/h4f2/stream_01/index.m3u8
424,RECORD Guaíba,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
424,RECORD Guaíba,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
424,RECORD Guaíba,IPADH,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/h4f2/stream_01/index.m3u8
424,RECORD Guaíba,IPHONEH,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/h4f2/stream_01/index.m3u8
424,RECORD Guaíba,PCTV,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
424,RECORD Guaíba,SMARTTVLG,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
424,RECORD Guaíba,SMARTTVSAMSUNG,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
317,RECORD HD,ANDROIDMOBILEH,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd
317,RECORD HD,ANDROIDTABLETH,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd
317,RECORD HD,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd
317,RECORD HD,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/h4f4/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/h4f1/stream_01/index.m3u8
317,RECORD HD,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd
317,RECORD HD,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/NACRECHD/dsc4/manifest.mpd
